,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,Y
1867,50000,48559,47008,15435,10235,9119,8237,2573,2000,500,459,500,500,0
1868,20000,12720,13451,14786,15532,16767,17104,1250,1554,1300,1500,750,0,1
1869,110000,103195,102713,103034,103112,94403,96072,5200,3804,4500,3400,3500,7700,1
1870,50000,31217,33423,32600,31777,33966,34759,3000,0,0,2700,1500,0,0
1871,150000,5560,0,0,0,0,0,0,0,0,0,0,0,1
1872,10000,1473,3236,4790,390,0,780,3236,2000,390,0,780,0,1
1873,120000,1278,639,621,-18,-18,-18,0,621,0,0,0,0,0
1874,30000,3024,3462,390,240,2150,780,3462,0,240,2300,780,0,0
1875,20000,1828,2835,5270,5040,5304,5777,1200,2500,0,500,558,0,1
1876,400000,0,0,1228,3405,961,-251,0,1228,3405,961,0,0,0
1877,120000,0,0,0,0,0,0,0,0,0,0,0,0,1
1878,60000,57694,58656,59750,60602,53838,54609,2800,3000,2800,2100,2123,2100,0
1879,30000,9095,10297,9988,11708,11223,12079,1500,0,1892,0,1042,700,1
1880,230000,218637,223208,159930,141834,213408,222681,10034,5600,10753,100000,12823,8910,0
1881,180000,173267,174590,175233,106288,28089,178719,8100,5299,3305,5040,160719,7000,0
1882,160000,8015,2453,9624,52572,7333,2210,2453,9880,52572,1546,2210,0,0
1883,550000,452600,364447,318029,91903,91010,70045,16025,14407,3512,3506,2512,125020,1
1884,180000,11386,199,0,0,17227,17042,199,0,0,17227,341,5114,0
1885,130000,139892,131365,9910,12909,0,0,6179,1969,131000,0,0,1700,1
1886,280000,247868,251246,258032,263163,267083,272706,9000,10842,10928,9700,10000,10125,1
1887,430000,289358,296219,300873,294527,308523,318274,13000,11000,0,19000,15000,0,1
1888,80000,75454,77738,77235,76835,34751,0,4100,2000,0,0,0,0,0
1889,180000,2927,2790,1140,2144,1180,1382,2790,1140,2144,1180,1382,2440,0
1890,50000,50019,18458,19318,15949,14986,19401,1400,1229,687,2000,5000,1000,0
1891,380000,141102,84229,28749,14258,7594,190628,5034,2071,29,72,190710,30052,0
1892,20000,15598,15055,16511,15953,16190,16777,0,2000,0,800,1000,1000,1
1893,130000,579,1186,0,497,0,186,1186,0,497,0,186,0,1
1894,80000,47163,86021,44400,23954,24574,24772,1821,3600,1000,1000,1000,1000,0
1895,50000,54529,53143,53782,50982,51740,49062,1800,3900,300,3400,0,4000,0
1896,50000,64069,59153,56275,53936,51740,49043,0,2031,1918,1993,1614,1789,0
1897,90000,88254,89080,89613,89532,90362,94337,4200,4000,3307,3453,6730,0,0
1898,150000,1072,963,3271,16741,8230,6517,1321,3271,16741,0,3885,11970,0
1899,210000,0,1422,0,0,0,478,1422,0,0,0,478,0,0
1900,320000,262613,164486,169691,188527,145676,135254,10043,15005,21640,5004,11628,20020,0
1901,150000,60015,72227,51364,54340,0,2129,20000,30000,54340,0,2129,0,0
1902,230000,167635,170085,172204,173045,176163,179625,6474,7726,5601,6100,6427,6000,0
1903,210000,121697,120133,118496,116033,114617,108328,5000,5000,4036,5000,4000,4000,0
1904,10000,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,1
1905,500000,107782,10961,11525,3228,9146,2430,11016,11602,3244,9191,2442,7992,0
1906,80000,21054,21776,22790,23411,23882,24356,1365,1379,1000,1000,871,1000,0
1907,20000,10145,9836,10525,18930,19320,19861,0,1000,9000,1000,1000,400,1
1908,20000,19553,18092,18175,19000,20000,0,1417,2000,3005,2000,0,0,0
1909,100000,57214,58666,58643,58589,62586,64519,3000,1500,1500,5600,3100,2000,1
1910,290000,-4,-4,798,-2,494,-6,0,802,0,496,0,1292,0
1911,110000,107767,108561,108895,78194,76385,76858,5700,5000,2700,2901,3000,3000,0
1912,440000,485921,234046,214092,201210,186455,169455,20000,7822,8000,6000,16000,4000,0
1913,150000,76113,77728,75888,77017,77706,79274,3400,0,2960,3100,3000,2711,0
1914,130000,9768,8480,2420,0,682,0,8486,1001,0,682,0,0,0
1915,150000,55337,53851,53710,48797,49928,51106,0,2503,2000,1804,2000,2000,1
1916,150000,36497,38190,39322,40260,41458,42251,2287,2071,1591,2000,1632,10000,0
1917,50000,37234,37942,38003,11625,18442,9743,1963,2025,562,339,1200,600,0
1918,330000,131096,127564,130167,132754,135691,139646,0,4725,4752,5077,6366,8550,0
1919,200000,22111,32938,10902,6309,4979,2978,11257,0,6309,0,2986,0,1
1920,500000,8938,73679,65181,5466,30177,11602,65215,326,5494,30328,11658,132,0
1921,60000,54660,49907,44057,27510,28086,29119,1879,1500,1000,1019,1500,1000,0
1922,140000,127254,109717,81545,81454,60176,79728,6050,3700,2000,3000,20000,1500,1
1923,20000,17807,18520,39053,20055,19606,19925,1298,1909,1666,5000,703,775,0
1924,140000,450,450,450,450,1450,1150,0,0,0,1000,0,0,1
1925,80000,3682,4714,2336,0,5471,5415,3193,0,0,5471,5415,5124,0
1926,320000,247276,241167,238196,231580,229683,235837,10000,10000,10000,19000,13000,8000,0
1927,50000,47838,49246,50376,9408,9605,9806,2180,2310,336,348,360,349,0
1928,180000,13286,15548,15009,17752,17172,18732,2800,0,3000,0,2000,5000,1
1929,200000,4257,3690,4460,3190,5238,950,3690,4460,3190,5238,950,250,1
1930,170000,63948,62090,63000,0,0,3300,5000,4000,0,0,3300,0,0
1931,160000,2851,0,0,0,0,0,0,0,0,0,0,0,0
1932,80000,73267,74425,76347,51150,43193,44230,2971,3435,1750,1593,1730,1972,1
1933,360000,79837,27456,68117,39105,54456,46153,27465,50154,39105,54456,46153,40000,0
1934,140000,11285,14096,12108,12211,11793,3719,3329,0,432,1000,1000,1000,0
1935,140000,85314,87042,90165,91318,94847,35773,4000,5000,2000,4000,5000,6000,0
1936,50000,47206,8464,9799,10054,9736,9955,1500,1500,400,344,371,314,0
1937,50000,27516,28871,29500,28914,29529,29319,2000,1435,1149,1197,1009,990,0
1938,20000,15960,0,-1953,5985,6893,8273,0,18047,7985,1000,2000,0,0
1939,110000,56573,26953,28190,-18,-18,-18,2000,2000,0,0,0,0,0
1940,50000,18201,26525,12969,13758,14390,16571,14813,1000,1000,1000,3000,1000,0
1941,10000,10119,10188,9089,9271,9618,8516,3000,0,295,459,1500,2000,0
1942,20000,20450,17861,18967,19633,18187,18568,0,1700,1300,651,674,756,1
1943,50000,50635,49488,48099,50021,50352,50740,1760,1888,3464,1717,1766,2500,1
1944,230000,1633,8410,5722,10371,9998,1328,8435,5955,10371,0,1332,0,0
1945,100000,10529,12723,15807,18901,21794,25051,2688,3688,3288,3288,3688,0,0
1946,10000,6967,9199,8908,9676,9680,8343,2523,0,1000,4,167,3535,1
1947,20000,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
1948,50000,1500,0,0,0,1075,4249,0,0,0,1075,4307,0,0
1949,180000,122187,123790,125258,125214,131276,114050,6000,6000,4400,9000,0,4000,1
1950,20000,19739,19137,19857,15422,19279,9537,0,1200,0,9537,0,0,0
1951,220000,75190,151004,152786,137946,118310,119147,100000,8000,6000,5000,5000,5000,0
1952,70000,71037,71880,71927,71370,71003,71411,3352,3400,2900,2900,2900,2558,0
1953,230000,151778,152966,157188,158490,161456,164677,5556,7200,5820,6100,6500,5100,0
1954,50000,4719,22449,6640,5410,9570,1500,22530,6640,5410,9570,1500,0,0
1955,30000,20059,21061,22092,23104,23420,24045,1641,1672,1684,1000,1000,1000,1
1956,50000,28289,32783,33714,32250,34245,19719,5000,3000,0,5000,0,3000,1
1957,70000,15623,18370,19281,18674,21361,21872,3009,1500,0,3000,1000,0,1
1958,50000,42850,42850,45741,45694,45645,46457,1000,3900,1000,1000,1700,4500,1
1959,130000,127524,127839,128380,97713,96245,95779,5051,5101,3600,3501,3800,3412,0
1960,140000,739,739,-200,8700,1367,1367,0,0,8900,1367,0,0,1
1961,320000,2500,0,0,0,0,0,0,0,0,0,0,0,1
1962,20000,8545,10177,10467,11987,11503,11175,1923,600,2000,0,0,1000,1
1963,20000,15399,14859,15913,17033,17466,19635,0,1600,1700,1000,2600,0,1
1964,70000,6749,64626,47161,27534,26660,27022,64626,3000,0,946,1424,1000,0
1965,400000,1991,2920,1721,2018,446,1068,2920,2500,2018,0,1068,0,1
1966,50000,49032,48764,49521,48830,49728,50146,2599,2556,1665,1600,1800,2000,0
1967,260000,893,2778,4052,977,977,452,2946,4052,977,977,452,2097,1
1968,120000,116697,108828,101417,89852,91503,89571,4200,4715,3200,3010,3772,3464,0
1969,20000,323,24910,22469,21780,20363,20199,26703,0,0,1000,800,1000,1
1970,20000,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,1
1971,380000,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,300000,62296,64460,56439,53637,55981,58270,3000,3000,3000,3000,3000,3000,0
1973,200000,11201,1383,976,1126,563,413,980,0,563,0,413,2513,0
1974,20000,11995,13324,14029,14308,14625,18245,1528,1233,512,547,3880,0,1
1975,150000,1184,794,2756,0,2430,4840,0,2772,0,2430,4844,0,0
1976,350000,21026,35588,38002,40357,43663,52735,15000,3000,3000,4000,10000,25000,1
1977,210000,188,971,2871,5087,1943,3392,971,2871,5087,0,3392,4000,1
1978,30000,14451,15525,0,0,0,0,1525,0,0,0,0,0,0
1979,60000,34081,23215,30340,28368,28962,26589,2000,8565,969,1004,1000,900,0
1980,50000,5942,5444,2464,2521,-1,167,1056,1000,57,0,168,1002,0
1981,380000,225995,231382,224420,136324,137929,114249,10382,8420,46777,4929,4249,5528,1
1982,20000,17569,18478,19884,20218,19687,20307,1500,2000,1000,0,1000,1000,1
1983,150000,128968,138260,134573,136026,97517,47027,12900,0,5399,4224,1830,1889,0
1984,80000,1195,553,1074,35783,35488,36020,700,1074,35000,1300,1400,1300,0
1985,260000,0,-416,-1248,832,416,1398,0,0,2080,0,1398,0,0
1986,260000,68411,60386,48663,50998,53835,56728,2500,4000,4000,3835,3805,3000,0
1987,200000,9754,55904,8720,4410,1186,28679,56243,8860,4410,1186,28679,0,1
1988,130000,29645,28193,30790,21200,21810,13629,2000,5000,5000,1000,4000,6587,0
1989,110000,109241,111541,113676,114223,110876,107710,5600,5400,4000,0,4000,3700,1
1990,80000,966,0,647,1988,1049,1466,0,647,1990,1049,1466,6309,1
1991,50000,33995,34937,34394,36509,37105,37866,1800,300,3000,1500,1500,0,1
1992,350000,67648,68557,63179,57987,53948,39965,3039,2047,1750,1703,1721,784,0
1993,180000,8516,0,0,0,0,0,0,0,0,0,0,0,1
1994,500000,25334,6834,2914,-341,38853,0,6867,2929,0,39194,0,0,0
1995,150000,90606,93496,94196,91550,89586,88300,4348,3229,3150,3348,3244,8778,0
1996,340000,337871,311076,156674,129651,126192,94722,11208,5000,23809,4136,3600,3169,0
1997,130000,114466,106911,106971,57434,58593,60504,4600,4500,2802,2050,2800,2300,1
1998,80000,8755,13290,11244,13444,6782,226,5000,5000,3000,2000,226,0,0
1999,90000,88758,89680,89876,49922,46302,45430,3900,3487,1629,4000,3000,813,0
2000,80000,45198,45572,40910,40969,41275,41637,2000,2000,1600,1500,1550,1600,1
2001,130000,24565,22446,23245,27410,12085,9535,5000,2000,5000,3000,6000,2280,0
2002,30000,39577,39995,38049,35435,31976,29704,3800,1700,1100,0,1030,1000,1
2003,80000,74860,80461,78259,66068,50748,51490,6865,37,2122,3600,1600,18,1
2004,180000,85040,77213,68131,62704,60133,59335,2937,2226,2271,2108,3012,1933,0
2005,200000,29804,30892,25355,21666,15404,11559,20044,10198,15083,15450,11593,18784,0
2006,180000,13895,14385,13190,17676,14792,11210,5000,3000,8700,1500,600,4000,0
2007,10000,5250,1223,2264,3230,0,0,1223,1066,1032,0,0,0,1
2008,360000,50067,17607,41262,8882,17348,29216,17607,41285,8882,17348,29216,4043,0
2009,180000,437,0,437,0,4013,0,0,437,0,4013,0,1518,1
2010,420000,25103,21330,16024,9603,2131,64507,1509,1067,3061,2210,64524,2324,0
2011,130000,2183,2000,700,0,0,0,13,700,0,0,0,0,0
2012,180000,5930,5689,8414,8062,5052,2806,0,3000,0,200,0,0,1
2013,180000,29735,24414,18300,16908,37319,34978,19000,5000,10009,22000,20000,15000,0
2014,50000,32312,24213,24278,24750,0,0,1700,2000,1300,0,0,0,0
2015,260000,19674,17810,19753,21550,21032,19979,2000,3000,3000,3000,3000,3000,0
2016,110000,108159,106812,108464,108829,110557,106082,5400,5400,4100,4100,4100,4200,0
2017,50000,49760,51105,48516,19078,19220,19514,2189,1600,1600,700,700,857,1
2018,20000,13867,14834,15931,15850,16226,14411,1500,1450,369,429,288,250,0
2019,30000,28328,29505,25362,19493,5765,0,1704,1250,390,115,0,0,0
2020,30000,29717,28569,29168,30566,29229,26260,0,2000,2200,0,1100,1100,0
2021,80000,0,4117,3370,5018,950,-3827,4117,0,5018,0,0,7654,1
2022,50000,10492,11913,13012,13789,14560,15025,1600,1600,1300,1000,700,600,1
2023,70000,24036,25035,25930,26206,26477,27404,1700,1600,1000,1000,1500,0,1
2024,500000,8328,24491,26085,27644,28884,32930,25450,2000,2000,2000,5000,5000,1
2025,150000,12593,39494,33616,24519,10656,30168,38018,1203,41,2587,31382,11027,0
2026,150000,0,0,0,116,0,1500,0,0,116,0,1500,0,0
2027,50000,10929,13262,14273,14555,14860,15155,2526,1237,519,538,541,560,0
2028,360000,2171,1063,91502,100125,84773,76951,1068,91679,45086,2223,2091,9890,0
2029,470000,163529,129341,106390,82181,79402,72121,4700,30002,20000,40000,35000,40000,0
2030,550000,383973,380082,389694,342198,344808,347188,15000,20000,20000,12000,12000,13000,0
2031,130000,126750,119997,108738,71835,62539,61906,5996,4148,2477,2346,2640,30000,0
2032,80000,178541,174189,183197,177641,149806,141706,0,11900,6500,6500,5800,6500,1
2033,70000,47702,48839,49636,50517,51658,52758,2200,1900,2000,2100,2100,2000,0
2034,210000,77637,80205,82549,89170,56683,10496,4400,4600,9086,0,1000,99100,0
2035,80000,79148,52174,44275,42029,33838,29757,2000,2000,1500,1500,2000,1500,0
2036,70000,70178,71312,71314,71595,70040,68927,2900,2766,3648,2700,2487,2600,1
2037,30000,27954,27226,28427,28752,28447,24552,0,2000,1000,1100,1500,1000,0
2038,130000,-52,-52,-52,-52,-52,-52,0,0,0,0,0,1000,1
2039,240000,0,396,396,396,396,396,396,396,396,396,396,396,0
2040,50000,47594,48611,49063,16908,13112,2280,2200,2343,1178,654,2280,390,1
2041,120000,81979,82726,85390,91549,92754,94722,3000,4000,7600,3600,3600,3600,1
2042,60000,4764,30500,0,0,52829,41404,30500,0,0,52829,41404,22401,0
2043,90000,48674,49895,52570,53614,54534,53374,2300,4116,2500,2052,0,0,0
2044,200000,0,0,0,0,0,0,0,0,0,0,0,20271,0
2045,200000,2035,1261,69048,3352,1992,1176,1261,69054,2000,0,1176,11099,1
2046,280000,36382,2000,400,0,1398,4626,2000,400,0,1398,4626,0,0
2047,50000,35068,34205,39148,38233,37318,39757,0,5500,0,0,3036,2000,1
2048,50000,28651,41897,43032,47242,46212,45205,14200,2100,5215,0,0,0,1
2049,300000,142378,146621,153217,154879,156692,154911,8000,10800,6000,6000,6000,6000,1
2050,50000,48489,49495,50866,48390,17953,23,1813,2184,1248,359,0,20706,1
2051,20000,11657,11045,2160,0,0,0,0,21,10800,0,0,0,1
2052,20000,15764,15718,17164,16594,18158,19554,500,2000,0,2000,1700,0,0
2053,230000,1960,11055,2269,9818,690,5369,11055,2269,9818,690,5369,4285,0
2054,230000,1090,490,0,878,0,0,0,0,878,0,0,0,1
2055,300000,1877,2466,0,462,0,3069,2500,0,462,0,3069,280,0
2056,230000,276758,282285,269849,255954,235290,203223,12000,10000,8300,0,8006,6270,0
2057,140000,165,341,165,1031,487,863,341,165,1031,0,863,487,1
2058,50000,2550,2550,2550,2550,2550,1950,0,0,0,0,0,0,1
2059,170000,109863,79574,78440,80141,81862,84237,4380,3000,3000,3000,4000,4500,0
2060,20000,15547,18186,17606,18708,20093,20721,2900,0,1400,1700,1100,600,1
2061,280000,7370,3395,1860,2368,3343,5110,3420,1865,2375,3353,5124,9028,1
2062,170000,106,18719,30000,0,0,1532,18719,30000,0,0,1532,0,1
2063,30000,10348,9287,1900,150,2558,2829,1013,1900,0,2558,2829,3000,0
2064,90000,77604,73317,71334,67009,63228,59378,1700,4000,1600,1600,1500,4086,0
2065,180000,30781,31202,31188,32979,22526,13338,2000,1408,2979,2526,13338,15186,0
2066,250000,69770,70954,70681,69497,41367,17004,3562,1914,1517,2000,8001,295,1
2067,50000,50777,51086,50321,20141,18039,19349,2504,2059,666,1000,2008,1513,0
2068,80000,76015,77582,60311,62471,21071,2099,3008,3000,5000,10000,2099,0,1
2069,170000,6015,7810,2760,3474,7680,7860,7820,26058,3474,7680,7860,9333,1
2070,720000,308274,209976,158694,148956,135217,85300,8500,6000,6000,5237,3000,8961,1
2071,230000,1054,2869,5567,2622,5550,7446,2000,3000,2000,3000,2000,3000,1
2072,100000,101458,101207,101421,101111,101384,101358,3800,4000,3602,3719,3700,7800,1
2073,40000,38291,37380,38180,40524,39720,39860,0,1706,3050,0,1565,1278,1
2074,20000,15043,14509,19092,19113,19483,14523,0,5166,2963,833,812,0,1
2075,20000,10934,13738,16567,10411,13057,14340,3000,3100,0,3000,1500,0,0
2076,150000,142903,152574,150080,47214,144862,148153,13312,2305,0,98828,4241,3625,1
2077,260000,208,208,208,208,208,208,208,208,208,208,208,208,1
2078,560000,374663,382010,379652,387706,334908,341884,13195,13510,14292,11553,12130,11703,1
2079,210000,300,300,1159,2280,300,4250,300,1159,2280,300,4250,909,0
2080,450000,108,-58,14276,1346,1448,4005,0,14500,1346,1448,4005,166,0
2081,140000,138391,135476,135956,137143,137195,136300,6300,6500,6265,5000,5006,5000,1
2082,60000,14072,0,0,300,150,150,0,0,300,0,150,200,0
2083,230000,225043,229701,229250,229572,213420,218809,10000,11000,9000,9000,9000,9000,1
2084,20000,21075,20795,20206,19617,18737,18148,0,0,0,0,0,0,0
2085,50000,47327,48765,49149,44073,40260,30222,2200,1518,1414,1432,1300,1102,0
2086,50000,780,780,780,0,390,1320,780,0,0,390,1320,0,0
2087,80000,0,80000,0,0,0,0,80000,0,0,0,0,0,0
2088,200000,187431,192558,196537,76167,76810,72039,8124,8339,5004,2961,2579,2761,0
2089,50000,29989,31184,33850,34495,35129,35918,2000,3500,1500,1500,1500,1500,1
2090,20000,11179,12188,12904,14217,14360,16140,1504,1220,1533,676,2177,559,1
2091,130000,126205,128064,131524,46445,44973,45578,4998,5946,1620,1623,1659,1749,0
2092,100000,85030,49489,50424,51563,780,0,1820,2308,3000,780,0,0,0
2093,100000,4576,1872,2511,3333,2765,900,1872,2517,3339,2765,900,2575,1
2094,30000,22957,23978,26749,28085,27344,26768,1707,3478,2073,0,0,1129,1
2095,180000,-203,-698,-193,-688,817,1157,0,1000,0,2000,1000,2000,1
2096,330000,16352,0,0,0,0,0,0,0,0,0,0,0,1
2097,320000,325445,202853,57051,161651,182265,0,10000,15000,105000,55000,0,0,0
2098,140000,780,780,390,0,780,390,0,390,0,780,390,0,1
2099,80000,25992,904,68,232,-604,-440,1000,0,1000,0,1000,0,0
2100,20000,19592,19401,19979,20107,19472,19719,1334,1302,694,707,835,772,0
2101,100000,1734,6645,7725,11246,9755,8260,6649,2704,5250,4,0,24,1
2102,230000,6155,5650,3004,4200,1400,4222,500,3004,4200,0,4222,4649,1
2103,150000,900,0,0,740,740,545,0,0,740,0,545,550,0
2104,320000,0,0,0,0,0,0,0,0,0,0,0,0,1
2105,80000,80577,78781,78363,48902,49996,-1719,3261,2342,1630,1759,0,52085,0
2106,110000,15069,16123,16850,17568,18133,18828,1600,1300,1000,1000,1000,1000,0
2107,240000,141315,128940,124226,113133,113966,103360,6349,5834,3870,4000,3825,3520,0
2108,50000,50497,49289,36295,20067,20197,20202,2011,5009,2000,1000,1500,3000,0
2109,200000,3450,12113,16152,19443,19189,13947,12174,16239,19446,529,400,277,0
2110,180000,133868,125613,86893,89014,91946,93237,5300,4000,4000,10000,3200,3100,0
2111,50000,33239,33199,33757,23332,23782,16816,6010,5008,3013,5035,5001,5002,0
2112,360000,47615,74976,4040,151858,48580,1451,75351,4064,152618,48822,1451,171944,0
2113,60000,33598,34733,37460,36558,37945,38782,2000,3600,0,2000,1600,1600,1
2114,50000,13244,14722,15181,15928,16671,17393,2000,1000,1000,1000,1000,1000,0
2115,310000,35064,38195,39233,39577,42996,46319,4000,2000,2000,4000,4000,4000,0
2116,500000,146700,126765,107965,89339,67854,54918,4585,3789,3942,2433,10000,762,0
2117,350000,439,884,421,267,575,932,884,0,267,575,932,0,1
2118,50000,47194,48381,46777,39420,8824,9009,2002,2000,1530,1000,327,329,1
2119,100000,0,0,0,0,0,0,0,0,0,0,0,150,1
2120,300000,49833,49831,51818,50244,49484,53472,5000,5000,5000,5000,5000,5000,0
2121,80000,88027,85314,84147,59671,80941,27436,3264,4092,2400,43532,1511,1200,1
2122,120000,380,380,380,380,380,380,380,380,380,380,380,2880,0
2123,50000,44630,44802,40686,7710,0,0,1200,1200,1000,0,0,0,1
2124,220000,941,911,9743,7480,22880,880,920,9752,0,22880,0,7270,1
2125,90000,93757,91359,88616,56887,46700,47272,4000,2625,2511,1501,1391,1393,1
2126,20000,17895,19598,19701,3486,199,0,2000,1000,400,199,0,0,0
2127,80000,79545,80932,22320,22765,23393,23470,3708,1364,809,989,930,1216,1
2128,60000,65460,64128,62736,59133,57662,53059,2299,2232,2152,2226,1908,1933,1
2129,180000,109114,71952,16765,14611,16209,25653,2835,1500,1000,2000,10000,20000,0
2130,110000,30079,29349,27630,22017,20517,18534,1494,1402,1534,800,700,616,1
2131,120000,316,316,1360,9474,10158,2551,316,1360,10000,1000,2000,3000,0
2132,500000,28352,35294,74846,37985,33050,22185,35465,75212,38169,33209,22289,22289,0
2133,50000,29637,30805,30336,13378,-1022,29857,1826,1200,268,0,31448,792,0
2134,460000,386437,393742,392625,368365,377858,362132,15000,15000,15000,15000,15000,20000,0
2135,170000,1521,0,0,0,0,0,0,0,0,0,0,0,0
2136,150000,126419,128887,134208,139551,134321,104513,7000,12440,10000,5000,5000,10000,0
2137,200000,0,0,0,0,0,0,0,0,0,0,0,0,1
2138,80000,0,0,0,0,826,1803,0,0,0,826,1803,0,1
2139,100000,98944,75296,78049,48644,54963,57269,4000,5000,3000,9000,4000,5000,0
2140,300000,1008,228,0,0,0,0,228,0,0,888,0,0,0
2141,500000,15929,18155,-131,10527,61751,2926,18222,0,10658,61751,2926,13609,0
2142,140000,41314,42377,43923,43051,44109,43253,1732,2278,3000,1892,0,1572,0
2143,120000,116497,109247,98109,74387,75237,78967,5000,5007,5000,5000,5000,5000,0
2144,300000,237155,231932,238917,230083,13862,8210,102,11672,9700,1053,2010,13,1
2145,80000,997,40297,6597,665,10117,0,40297,6597,3465,10117,0,665,0
2146,80000,6108,2861,3277,3319,1150,1150,2861,3279,3319,1150,1150,1035,0
2147,60000,60455,61417,60906,45734,40629,41137,3200,2400,12,3200,1619,0,1
2148,50000,32233,31440,33489,18968,15611,19304,0,3041,0,3,5700,700,0
2149,50000,50906,48888,47037,12187,9962,10015,2009,1180,1000,1000,348,1000,0
2150,20000,16199,0,187,-18,-18,-18,0,187,0,0,0,0,0
2151,60000,47631,48574,49476,50360,50509,52522,2000,2000,2000,1100,3000,0,0
2152,100000,43531,45103,45779,46912,49715,48791,2600,2200,2200,3900,0,6100,1
2153,200000,-1,-1,296,299,278,4575,0,297,303,279,4597,0,0
2154,80000,3367,4641,2290,1459,6764,7601,4641,2290,1459,6764,7601,7990,0
2155,140000,2515,0,0,0,2243,5530,0,0,0,2243,5530,4441,0
2156,20000,11358,10884,13109,12602,13093,13433,0,2716,0,700,700,500,1
2157,260000,154462,153799,77156,73658,70273,67100,7425,2795,2779,2947,3400,5000,0
2158,50000,50300,50898,49111,48943,45775,0,2200,1600,1700,1700,0,0,0
2159,90000,7052,9370,9078,10267,10350,10564,2605,0,1500,550,529,531,1
2160,120000,117775,117106,118207,116885,123040,120546,5700,6000,5000,10000,0,4500,0
2161,110000,776,776,776,776,926,776,776,776,776,926,776,776,0
2162,50000,47174,47974,48630,50803,30789,15874,1800,2000,3000,2000,2000,2000,0
2163,160000,671,671,671,671,671,1492,671,671,671,671,1492,0,0
2164,140000,127693,26633,28180,29702,31223,35683,2000,2000,2000,2000,5000,2000,0
2165,20000,16174,15617,16646,17648,18819,17992,0,1285,1287,1458,0,644,1
2166,170000,165602,138507,136176,61000,59477,44218,80000,4742,2022,2076,1776,10433,0
2167,180000,7149,12946,16163,13142,9800,4857,5946,3663,3159,3000,4857,6240,0
2168,160000,34171,34939,38038,38683,37764,39053,1639,3683,1564,0,2053,3228,1
2169,20000,16654,12801,14155,19975,19975,0,2000,2000,7000,0,0,0,0
2170,60000,22921,23044,17660,13104,8722,17976,5000,0,0,174,13810,0,0
2171,90000,52061,50472,46226,40920,29863,19674,79,5000,10009,10000,0,7000,1
2172,50000,0,835,226,-1300,-1300,-1300,835,226,0,0,0,0,0
2173,80000,3719,4444,0,0,0,0,1000,0,0,0,0,0,0
2174,350000,312770,320400,268598,250304,251436,249891,14599,10334,5728,8242,13138,4520,0
2175,100000,84196,74621,64930,58433,50859,40005,2300,2000,4500,3300,0,3500,1
2176,200000,187889,190967,195622,126281,128702,131001,8000,8000,5000,5000,5000,5000,0
2177,200000,1972,582,1891,0,1908,290,0,1891,0,1908,290,3100,1
2178,140000,47547,55621,54174,54599,53124,54393,9532,0,1900,0,2124,2427,1
2179,20000,19401,19670,19839,20236,19807,19843,1331,2000,688,1000,1500,700,1
2180,30000,14557,14039,13528,13810,14488,13971,0,0,800,1200,0,0,1
2181,50000,39892,42704,34909,33528,16205,16593,3600,5,1309,800,800,750,1
2182,230000,44734,47178,29582,38426,42500,43531,10120,20000,10000,5000,5000,5000,0
2183,110000,600,600,600,600,600,300,0,0,0,0,0,0,1
2184,30000,26974,28144,28280,25990,25999,26425,2000,1339,849,1125,1043,0,1
2185,500000,38034,39044,38458,39222,40043,40854,1632,1639,1403,1452,1475,1117,0
2186,30000,27172,27000,780,0,30525,0,1000,780,0,30525,0,0,0
2187,230000,56171,60250,63574,71941,75882,75619,5000,5000,10000,5000,5000,5000,0
2188,30000,31089,10989,11997,12397,13043,13325,0,1200,600,1000,650,650,0
2189,50000,91481,47099,47486,24769,23029,23495,3956,1365,848,1000,1000,1000,0
2190,30000,21403,20766,21637,22473,23312,23419,0,1500,1500,1500,1500,1500,1
2191,50000,27245,28300,31900,31090,31837,32555,1800,4400,0,1400,1400,1400,0
2192,400000,2384,3500,471,-203,2371,1949,3603,471,203,2574,1949,1040,0
2193,360000,0,10121,390,2809,390,390,10121,780,2809,390,390,390,1
2194,280000,18958,2640,182251,173922,160553,147124,2676,189570,6084,5798,4627,3589,0
2195,40000,18927,21295,25921,25209,26636,29197,3000,5000,0,2000,3000,0,0
2196,10000,10154,10400,0,0,0,0,1400,0,0,0,0,0,1
2197,110000,34486,43872,45140,46885,48129,49327,10000,2000,2500,2000,2000,2000,0
2198,500000,10929,4152,22722,7521,71439,8981,4152,22827,7521,71439,981,51582,0
2199,70000,70119,68536,66601,29401,28949,29795,3600,1646,600,28468,1327,1000,0
2200,360000,8871,6378,26648,6707,3450,0,6411,26987,6740,3467,0,239400,0
2201,70000,70963,71056,70850,70823,71006,70828,2527,2615,2500,3000,2600,3000,1
2202,80000,46724,35074,32812,25930,26414,27128,2000,2000,1100,1000,1100,1000,0
2203,80000,31443,26358,20050,10850,4204,0,1800,1621,0,0,0,0,0
2204,30000,14617,20350,18456,4190,13702,13247,6000,28,5000,13702,0,10000,0
2205,70000,11332,12093,13891,13371,14654,14271,1250,2000,0,1500,0,600,1
2206,30000,30349,29580,30121,12787,6840,2250,0,1200,256,137,45,0,0
